fullName,organizations,location,status,typeOfDeath,Date,mtpage,type,motiveConfirmed,charges,Year
Aleksandr Yefremov,Nashe Vremya,Russia,Killed,Crossfire,2000-05-12,https://cpj.org/data/people/aleksandr-yefremov/,Journalist,Confirmed,,2000
Aleksei Sidorov,Tolyatinskoye Obozreniye,Russia,Killed,Murder,2003-10-09,https://cpj.org/data/people/aleksei-sidorov/,Journalist,Confirmed,,2003
Alessandro Otta,RAI-TV,Bosnia,Killed,Crossfire,1994-01-28,https://cpj.org/data/people/alessandro-otta/,Journalist,Confirmed,,1994
Alexander Klimchuk,Caucasus Images,Georgia,Killed,Crossfire,2008-08-10,https://cpj.org/data/people/alexander-klimchuk/,Journalist,Confirmed,,2008
Alexandra Tuttle,The Wall Street Journal,Georgia,Killed,Crossfire,1993-09-22,https://cpj.org/data/people/alexandra-tuttle/,Journalist,Confirmed,,1993
Alexis Bandyatuyaga,National Radio and Television of Burundi,Burundi,Killed,Murder,1994-09-14,https://cpj.org/data/people/alexis-bandyatuyaga/,Journalist,Confirmed,,1994
Alfonso Margarito Martínez Esquivel,Freelance,Mexico,Killed,Murder,2022-01-17,https://cpj.org/data/people/alfonso-margarito-martinez-esquivel/,Journalist,Confirmed,,2022
Alfredo Abad López,La Voz de la Selva,Colombia,Killed,Murder,2000-12-13,https://cpj.org/data/people/alfredo-abad-lopez/,Journalist,Confirmed,,2000
Alfredo Antonio Hurtado Núñez,Canal 33,El Salvador,Killed,Murder,2011-04-25,https://cpj.org/data/people/alfredo-antonio-hurtado-nunez/,Journalist,Confirmed,,2011
Alfredo Cardoso Echeverría,Las Dos Costas,Mexico,Killed,Murder,2021-10-31,https://cpj.org/data/people/alfredo-cardoso-echeverria/,Journalist,Confirmed,,2021
Alfrets Mirulewan,Pelangi Weekly,Indonesia,Killed,Murder,2010-12-17,https://cpj.org/data/people/alfrets-mirulewan/,Journalist,Confirmed,,2010
AlHassan Hamad,"Freelance, Al Jazeera, Media Town TV",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-10-06,https://cpj.org/data/people/alhassan-hamad/,Journalist,Confirmed,,2024
Ali Abbas,SANA,Syria,Killed,Murder,2012-08-11,https://cpj.org/data/people/ali-abbas/,Journalist,Confirmed,,2012
Ali Abboud,Radio Chaine 1,Algeria,Killed,Murder,1995-01-07,https://cpj.org/data/people/ali-abboud/,Journalist,Confirmed,,1995
Ali Abdel Aziz,Al-Arabiya,Iraq,Killed,Crossfire,2004-03-18,https://cpj.org/data/people/ali-abdel-aziz/,Journalist,Confirmed,,2004
Ali Ahmed Abdi,Freelance,Somalia,Killed,Murder,2012-03-04,https://cpj.org/data/people/ali-ahmed-abdi/,Journalist,Confirmed,,2012
Ali al-Khatib,Al-Arabiya,Iraq,Killed,Crossfire,2004-03-19,https://cpj.org/data/people/ali-al-khatib/,Journalist,Confirmed,,2004
Ali Boukerbache,Media-TV,Algeria,Killed,Murder,1995-03-21,https://cpj.org/data/people/ali-boukerbache/,Journalist,Confirmed,,1995
Ali Hassan al-Jaber,Al-Jazeera,Libya,Killed,Crossfire,2011-03-13,https://cpj.org/data/people/ali-hassan-al-jaber/,Journalist,Confirmed,,2011
Ali Ibrahim Issa,Al-Hurriya,Iraq,Killed,Crossfire,2005-04-14,https://cpj.org/data/people/ali-ibrahim-issa/,Journalist,Confirmed,,2005
Ali Jaafar,Al-Iraqiya,Iraq,Killed,Murder,2006-05-31,https://cpj.org/data/people/ali-jaafar/,Journalist,Confirmed,,2006
Ali Mahmoud Othman,Freelance,Syria,Killed,Unknown,2013-12-30,https://cpj.org/data/people/ali-mahmoud-othman/,Journalist,Confirmed,,2013
Ali Mahmud,Al-Ghadeer TV,Iraq,Killed,Crossfire,2016-07-13,https://cpj.org/data/people/ali-mahmud/,Journalist,Confirmed,,2016
Ali Mustafa,Freelance,Syria,Killed,Crossfire,2014-03-09,https://cpj.org/data/people/ali-mustafa/,Journalist,Confirmed,,2014
Ali Nur Siad,Voice of America,Somalia,Killed,Dangerous Assignment,2017-10-14,https://cpj.org/data/people/ali-nur-siad/,Journalist,Confirmed,,2017
Ali Risan,Al-Sumaria TV,Iraq,Killed,Crossfire,2016-10-22,https://cpj.org/data/people/ali-risan/,Journalist,Confirmed,,2016
Ali Saleemi,Mashal TV,Afghanistan,Killed,Murder,2018-04-30,https://cpj.org/data/people/ali-saleemi/,Journalist,Confirmed,,2018
Ali Shaaban,Al-Jadeed,Lebanon,Killed,Crossfire,2012-04-09,https://cpj.org/data/people/ali-shaaban/,Journalist,Confirmed,,2012
Ali Sharmarke,HornAfrik,Somalia,Killed,Murder,2007-08-11,https://cpj.org/data/people/ali-sharmarke/,Journalist,Confirmed,,2007
Alisher Saipov,Siyosat,Kyrgyzstan,Killed,Murder,2007-10-24,https://cpj.org/data/people/alisher-saipov/,Journalist,Confirmed,,2007
Alison Parker,WDBJ7,USA,Killed,Dangerous Assignment,2015-08-26,https://cpj.org/data/people/alison-parker/,Journalist,Confirmed,,2015
Allah Noor,Khyber TV,Pakistan,Killed,Murder,2005-02-07,https://cpj.org/data/people/allah-noor/,Journalist,Confirmed,,2005
Allaoua Ait M'barak,Le Soir d'Algérie,Algeria,Killed,Murder,1996-02-11,https://cpj.org/data/people/allaoua-ait-mbarak/,Journalist,Confirmed,,1996
Almigdad Mojalli,Freelance,Yemen,Killed,Crossfire,2016-01-17,https://cpj.org/data/people/almigdad-mojalli/,Journalist,Confirmed,,2016
Aloys Nyimbuzi,L'Observateur,Rwanda,Killed,Murder,1994-04-07,https://cpj.org/data/people/aloys-nyimbuzi/,Journalist,Confirmed,,1994
Alpha Amadu Bah,Independent Observer,Sierra Leone,Killed,Murder,1999-01-17,https://cpj.org/data/people/alpha-amadu-bah/,Journalist,Confirmed,,1999
Altaf Ahmed Faktoo,Doordarshan TV,India,Killed,Murder,1997-01-01,https://cpj.org/data/people/altaf-ahmed-faktoo/,Journalist,Confirmed,,1997
Alwan al-Ghorabi,Afaq,Iraq,Killed,Dangerous Assignment,2011-06-21,https://cpj.org/data/people/alwan-al-ghorabi/,Journalist,Confirmed,,2011
Amado Ramírez Dillanes,Televisa and Radiorama,Mexico,Killed,Murder,2007-04-06,https://cpj.org/data/people/amado-ramirez-dillanes/,Journalist,Confirmed,,2007
Amal Zohud,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-18,https://cpj.org/data/people/amal-zohud/,Journalist,Confirmed,,2023
Amer Diab,Freelance,Syria,Killed,Crossfire,2013-03-29,https://cpj.org/data/people/amer-diab/,Journalist,Confirmed,,2013
Amer Malallah al-Rashidi,Al-Mosuliya,Iraq,Killed,Murder,2007-09-03,https://cpj.org/data/people/amer-malallah-al-rashidi/,Journalist,Confirmed,,2007
Ameur Ouagueni,Le Matin,Algeria,Killed,Murder,1995-08-20,https://cpj.org/data/people/ameur-ouagueni/,Journalist,Confirmed,,1995
Amir Nowab,Associated Press Television News and Frontier Post,Pakistan,Killed,Murder,2005-02-07,https://cpj.org/data/people/amir-nowab/,Journalist,Confirmed,,2005
Amjad Anas Aktalati,Freelance,Syria,Killed,Crossfire,2020-02-04,https://cpj.org/data/people/amjad-anas-aktalati/,Journalist,Confirmed,,2020
Amjad Hameed,Al-Iraqiya,Iraq,Killed,Murder,2006-03-11,https://cpj.org/data/people/amjad-hameed/,Journalist,Confirmed,,2006
Amjad Hassan Bakir,Saraqib al-Hadath,Syria,Killed,Crossfire,2019-06-18,https://cpj.org/data/people/amjad-hassan-bakir/,Journalist,Confirmed,,2019
Amjad Juhjouh,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-06,https://cpj.org/data/people/amjad-juhjouh/,Journalist,Confirmed,,2024
Ammar al-Shami,Qasioun News,Syria,Killed,Crossfire,2015-05-31,https://cpj.org/data/people/ammar-al-shami/,Journalist,Confirmed,,2015
Ammar Mohamed Suhail Zado,Shaam News Network,Syria,Killed,Crossfire,2012-05-27,https://cpj.org/data/people/ammar-mohamed-suhail-zado/,Journalist,Confirmed,,2012
Amparo Leonor Jiménez Pallares,"""QAP"" and ""En Vivo""",Colombia,Killed,Murder,1998-08-11,https://cpj.org/data/people/amparo-leonor-jimenez-pallares/,Journalist,Confirmed,,1998
Amr Abu Odeh,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-10-31,https://cpj.org/data/people/amr-abu-odeh/,Journalist,Confirmed,,2024
Amr Badir al-Deen Junaid,Qaboun Media Center,Syria,Killed,Crossfire,2013-03-10,https://cpj.org/data/people/amr-badir-al-deen-junaid/,Journalist,Confirmed,,2013
Anak Agung Prabangsa,Radar Bali,Indonesia,Killed,Murder,2009-02-11,https://cpj.org/data/people/anak-agung-prabangsa/,Journalist,Confirmed,,2009
Ananta Bijoy Das,Freelance,Bangladesh,Killed,Murder,2015-05-12,https://cpj.org/data/people/ananta-bijoy-das/,Journalist,Confirmed,,2015
Anas al-Dyab,Freelance,Syria,Killed,Crossfire,2019-07-21,https://cpj.org/data/people/anas-al-dyab/,Journalist,Confirmed,,2019
Anas al-Tarsha,Freelance,Syria,Killed,Crossfire,2012-02-24,https://cpj.org/data/people/anas-al-tarsha/,Journalist,Confirmed,,2012
Anas Alkharboutli,dpa,Syria,Killed,Dangerous Assignment,2024-12-04,https://cpj.org/data/people/anas-alkharboutli/,Journalist,Confirmed,,2024
Anastase Seruvumba,Imbaga,Rwanda,Killed,Murder,1994-04-29,https://cpj.org/data/people/anastase-seruvumba/,Journalist,Confirmed,,1994
Anastasiya Baburova,Novaya Gazeta,Russia,Killed,Murder,2009-01-19,https://cpj.org/data/people/anastasiya-baburova/,Journalist,Confirmed,,2009
Anatoly Klyan,Pervy Kanal,Ukraine,Killed,Dangerous Assignment,2014-06-30,https://cpj.org/data/people/anatoly-klyan/,Journalist,Confirmed,,2014
Anatoly Levin-Utkin,Yuridichesky Peterburg Segodnya,Russia,Killed,Murder,1998-08-24,https://cpj.org/data/people/anatoly-levin-utkin/,Journalist,Confirmed,,1998
Ando Ratovonirina,Radio Télévision Analamanga,Madagascar,Killed,Dangerous Assignment,2009-02-07,https://cpj.org/data/people/ando-ratovonirina/,Journalist,Confirmed,,2009
André Kameya,Rwanda Rushya,Rwanda,Killed,Murder,1994-04-01,https://cpj.org/data/people/andre-kameya/,Journalist,Confirmed,,1994
Andrea Rocchelli,Cesura photo agency,Ukraine,Killed,Crossfire,2014-05-24,https://cpj.org/data/people/andrea-rocchelli/,Journalist,Confirmed,,2014
Andrei Soloviev,ITAR-TASS,Georgia,Killed,Crossfire,1993-09-27,https://cpj.org/data/people/andrei-soloviev/,Journalist,Confirmed,,1993
Andrei Stenin,Rossiya Segodnya,Ukraine,Killed,Crossfire,2014-08-06,https://cpj.org/data/people/andrei-stenin/,Journalist,Confirmed,,2014
Andres Teodoro,Central Mindanao Inquirer,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/andres-teodoro/,Journalist,Confirmed,,2009
Angam Ahmad Edwan,February,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-02-12,https://cpj.org/data/people/angam-ahmad-edwan/,Journalist,Confirmed,,2024
Ángel Eduardo Gahona,El Meridiano,Nicaragua,Killed,Dangerous Assignment,2018-04-21,https://cpj.org/data/people/angel-eduardo-gahona/,Journalist,Confirmed,,2018
Anil Mazumdar,Aji,India,Killed,Murder,2009-03-24,https://cpj.org/data/people/anil-mazumdar/,Journalist,Confirmed,,2009
Anja Niedringhaus,The Associated Press,Afghanistan,Killed,Dangerous Assignment,2014-04-04,https://cpj.org/data/people/anja-niedringhaus/,Journalist,Confirmed,,2014
Anna Politkovskaya,Novaya Gazeta,Russia,Killed,Murder,2006-10-07,https://cpj.org/data/people/anna-politkovskaya/,Journalist,Confirmed,,2006
Anthony Macharia,Reuters,Somalia,Killed,Murder,1993-07-12,https://cpj.org/data/people/anthony-macharia/,Journalist,Confirmed,,1993
Antoine Massé,Le Courrier d'Abidjan,Ivory Coast,Killed,Dangerous Assignment,2004-11-07,https://cpj.org/data/people/antoine-masse/,Journalist,Confirmed,,2004
Anton Hammerl,Freelance,Libya,Killed,Crossfire,2011-04-05,https://cpj.org/data/people/anton-hammerl/,Journalist,Confirmed,,2011
Antonio Casemero,Televisao Popular de Angola,Angola,Killed,Murder,1996-10-30,https://cpj.org/data/people/antonio-casemero/,Journalist,Confirmed,,1996
Antonio de la Torre Echeandía,Radio Órbita,Peru,Killed,Murder,2004-02-14,https://cpj.org/data/people/antonio-de-la-torre-echeandia/,Journalist,Confirmed,,2004
Anura Priyantha,Independent Television Network,Sri Lanka,Killed,Dangerous Assignment,1999-12-18,https://cpj.org/data/people/anura-priyantha/,Journalist,Confirmed,,1999
Anwar Jan Khetran,Naveed-e-Pakistan,Pakistan,Killed,Murder,2020-07-23,https://cpj.org/data/people/anwar-jan-khetran/,Journalist,Confirmed,,2020
"Apolinario ""Polly"" Pobeda",DWTI Radio,Philippines,Killed,Murder,2003-05-17,https://cpj.org/data/people/apolinario-polly-pobeda/,Journalist,Confirmed,,2003
Ardiansyah Matra'is,Merauke TV,Indonesia,Killed,Murder,2010-07-30,https://cpj.org/data/people/ardiansyah-matrais/,Journalist,Confirmed,,2010
Areej Shaheen,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-01-03,https://cpj.org/data/people/areej-shaheen/,Journalist,Confirmed,,2025
Aref Ali Filaih,Aswat al-Iraq,Iraq,Killed,Crossfire,2007-06-11,https://cpj.org/data/people/aref-ali-filaih/,Journalist,Confirmed,,2007
Aristeu Guida da Silva,A Gazeta de São Fidélis,Brazil,Killed,Murder,1995-05-12,https://cpj.org/data/people/aristeu-guida-da-silva/,Journalist,Confirmed,,1995
Arkan Sharifi,Kurdistan TV,Iraq,Killed,Murder,2017-10-30,https://cpj.org/data/people/arkan-sharifi/,Journalist,Confirmed,,2017
Arman Soldin,Agence France-Presse,Ukraine,Killed,Crossfire,2023-05-09,https://cpj.org/data/people/arman-soldin/,Journalist,Confirmed,,2023
Armando Linares López,Monitor Michoacán,Mexico,Killed,Murder,2022-03-15,https://cpj.org/data/people/armando-linares-lopez/,Journalist,Confirmed,,2022
Armando Pace,DXDS,Philippines,Killed,Murder,2006-07-18,https://cpj.org/data/people/armando-pace/,Journalist,Confirmed,,2006
Armando Saldaña Morales,La Ke Buena 100.9 FM,Mexico,Killed,Murder,2015-05-02,https://cpj.org/data/people/armando-saldana-morales/,Journalist,Confirmed,,2015
Arnnel Manalo,Bulgar and DZRH Radio,Philippines,Killed,Murder,2004-08-05,https://cpj.org/data/people/arnnel-manalo/,Journalist,Confirmed,,2004
Artur Gilela,Radio Nacional de Angola,Angola,Killed,Crossfire,1994-06-16,https://cpj.org/data/people/artur-gilela/,Journalist,Confirmed,,1994
Arturo Betia,Periodico Ini,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/arturo-betia/,Journalist,Confirmed,,2009
Asaad Kadhim,Al-Iraqiya TV,Iraq,Killed,Crossfire,2004-04-19,https://cpj.org/data/people/asaad-kadhim/,Journalist,Confirmed,,2004
Asfandyar Khan,Akhbar-e-Khyber,Pakistan,Killed,Dangerous Assignment,2011-06-11,https://cpj.org/data/people/asfandyar-khan/,Journalist,Confirmed,,2011
Ashok Sodhi,Daily Excelsior,India,Killed,Dangerous Assignment,2008-05-11,https://cpj.org/data/people/ashok-sodhi/,Journalist,Confirmed,,2008
Ashutosh Srivastava,Sudarshan TV,India,Killed,Murder,2024-05-13,https://cpj.org/data/people/ashutosh-srivastava/,Journalist,Confirmed,,2024
Asiya Jeelani,Freelance,India,Killed,Dangerous Assignment,2004-04-20,https://cpj.org/data/people/asiya-jeelani/,Journalist,Confirmed,,2004
Aslam Durrani,Daily Pakistan,Pakistan,Killed,Dangerous Assignment,2013-04-16,https://cpj.org/data/people/aslam-durrani/,Journalist,Confirmed,,2013
Assaf Abu Rahal,Al-Akhbar,Lebanon,Killed,Crossfire,2010-08-03,https://cpj.org/data/people/assaf-abu-rahal/,Journalist,Confirmed,,2010
Assem Kamal Moussa,Palestine Now,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-17,https://cpj.org/data/people/assem-kamal-moussa/,Journalist,Confirmed,,2023
Aswan Ahmed Lutfallah,APTN,Iraq,Killed,Murder,2006-12-12,https://cpj.org/data/people/aswan-ahmed-lutfallah/,Journalist,Confirmed,,2006
Atallah Bajbouj,Nabaa Media Foundation,Syria,Killed,Crossfire,2014-10-15,https://cpj.org/data/people/atallah-bajbouj/,Journalist,Confirmed,,2014
Athiwat Chaiyanurat,"Matichon, Channel 7",Thailand,Killed,Murder,2008-08-01,https://cpj.org/data/people/athiwat-chaiyanurat/,Journalist,Confirmed,,2008
Atilano Segundo Pérez Barrios,Radio Vigía de Todelar,Colombia,Killed,Murder,2006-08-22,https://cpj.org/data/people/atilano-segundo-perez-barrios/,Journalist,Confirmed,,2006
Atwar Bahjat,Al-Arabiya,Iraq,Killed,Murder,2006-02-23,https://cpj.org/data/people/atwar-bahjat/,Journalist,Confirmed,,2006
Audrey Gaid Estrada,101.3 Grace Covenant FM,Philippines,Killed,Murder,2022-03-17,https://cpj.org/data/people/audrey-gaid-estrada/,Journalist,Confirmed,,2022
"Aung Kyaw Naing, ""Par Gyi""",Freelance,Myanmar,Killed,Murder,2014-10-04,https://cpj.org/data/people/aung-kyaw-naing-par-gyi/,Journalist,Confirmed,,2014
Avijit Roy,Freelance,Bangladesh,Killed,Murder,2015-02-26,https://cpj.org/data/people/avijit-roy/,Journalist,Confirmed,,2015
Avinash Jha,BNN News,India,Killed,Murder,2021-11-09,https://cpj.org/data/people/avinash-jha/,Journalist,Confirmed,,2021
Awab al-Zubiry,Freelance,Yemen,Killed,Crossfire,2016-11-18,https://cpj.org/data/people/awab-al-zubiry/,Journalist,Confirmed,,2016
Awil Dahir Salad,Universal TV,Somalia,Killed,Dangerous Assignment,2018-12-22,https://cpj.org/data/people/awil-dahir-salad/,Journalist,Confirmed,,2018
Ayat Khadoura,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-20,https://cpj.org/data/people/ayat-khadoura/,Journalist,Confirmed,,2023
Aye Kyaw,Freelance,Myanmar,Killed,Murder,2022-07-30,https://cpj.org/data/people/aye-kyaw/,Journalist,Confirmed,,2022
Ayham Mostafa Ghazzoul,Syrian Center for Media and Freedom of Expression,Syria,Killed,Dangerous Assignment,2012-11-09,https://cpj.org/data/people/ayham-mostafa-ghazzoul/,Journalist,Confirmed,,2012
Ayman Al Gedi,Al-Quds Al-Youm,Israel and the Occupied Palestinian Territory,Killed,Murder,2024-12-26,https://cpj.org/data/people/ayman-al-gedi/,Journalist,Confirmed,,2024
Ayman Al-Gharbawi,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-04-26,https://cpj.org/data/people/ayman-al-gharbawi/,Journalist,Confirmed,,2024
Ayman Al-Rafati,Al Mayadeen,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-02-14,https://cpj.org/data/people/ayman-al-rafati/,Journalist,Confirmed,,2024
Ayoub Mohamed,Kurdistan TV,Iraq,Killed,Crossfire,2004-02-01,https://cpj.org/data/people/ayoub-mohamed/,Journalist,Confirmed,,2004
Ayub Khattak,Karak Times,Pakistan,Killed,Murder,2013-10-11,https://cpj.org/data/people/ayub-khattak/,Journalist,Confirmed,,2013
Azamat Ali Bangash,Samaa TV,Pakistan,Killed,Dangerous Assignment,2010-04-17,https://cpj.org/data/people/azamat-ali-bangash/,Journalist,Confirmed,,2010
Azizullah Haidari,Reuters,Afghanistan,Killed,Murder,2001-11-19,https://cpj.org/data/people/azizullah-haidari/,Journalist,Confirmed,,2001
Azzedine Saidj,El-Ouma,Algeria,Killed,Murder,1995-05-15,https://cpj.org/data/people/azzedine-saidj/,Journalist,Confirmed,,1995
Bahaaddine Yassine,"Watan Media Agency, Al-Quds News Network",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-05-10,https://cpj.org/data/people/bahaaddine-yassine/,Journalist,Confirmed,,2024
Bakhti Benaouda,El-Djoumhouria,Algeria,Killed,Murder,1995-05-22,https://cpj.org/data/people/bakhti-benaouda/,Journalist,Confirmed,,1995
Bala Nadarajah Iyer,Thinamurasu and Thinakaran,Sri Lanka,Killed,Murder,2004-08-16,https://cpj.org/data/people/bala-nadarajah-iyer/,Journalist,Confirmed,,2004
Bardhyl Ajeti,Bota Sot,Serbia,Killed,Murder,2005-06-25,https://cpj.org/data/people/bardhyl-ajeti/,Journalist,Confirmed,,2005
Barkhat Awale,Hurma Radio,Somalia,Killed,Crossfire,2010-08-24,https://cpj.org/data/people/barkhat-awale/,Journalist,Confirmed,,2010
Basel Tawfiq Youssef,Syrian State TV,Syria,Killed,Crossfire,2012-11-21,https://cpj.org/data/people/basel-tawfiq-youssef/,Journalist,Confirmed,,2012
Bashar al-Attar,Arbin Unified Media Office,Syria,Killed,Crossfire,2018-03-12,https://cpj.org/data/people/bashar-al-attar/,Journalist,Confirmed,,2018
Bashar al-Nuaimi,Al-Mosuliya TV,Iraq,Killed,Murder,2013-10-24,https://cpj.org/data/people/bashar-al-nuaimi/,Journalist,Confirmed,,2013
Bashiir Noor Gedi,Radio Shabelle,Somalia,Killed,Murder,2007-10-19,https://cpj.org/data/people/bashiir-noor-gedi/,Journalist,Confirmed,,2007
Basil al-Sayed,Freelance,Syria,Killed,Dangerous Assignment,2011-12-27,https://cpj.org/data/people/basil-al-sayed/,Journalist,Confirmed,,2011
Basil Nabil Ibrahim Faraj,Palestinian Media and Communication Company,Israel and the Occupied Palestinian Territory,Killed,Crossfire,2009-01-07,https://cpj.org/data/people/basil-nabil-ibrahim-faraj/,Journalist,Confirmed,,2009
Bassel al-Shahade,Freelance,Syria,Killed,Crossfire,2012-05-28,https://cpj.org/data/people/bassel-al-shahade/,Journalist,Confirmed,,2012
Bassem Fawaz al-Zabi,Freelance,Syria,Killed,Crossfire,2013-01-13,https://cpj.org/data/people/bassem-fawaz-al-zabi/,Journalist,Confirmed,,2013
Batoul Mokhles al-Warrar,Noor al-Sham; Radio Damascus,Syria,Killed,Crossfire,2015-11-03,https://cpj.org/data/people/batoul-mokhles-al-warrar/,Journalist,Confirmed,,2015
Bayo Ohu,The Guardian,Nigeria,Killed,Murder,2009-09-20,https://cpj.org/data/people/bayo-ohu/,Journalist,Confirmed,,2009
Benjamín Flores González,La Prensa,Mexico,Killed,Murder,1997-07-15,https://cpj.org/data/people/benjamin-flores-gonzalez/,Journalist,Confirmed,,1997
Bernabé Cortés Valderrama,Noticias CVN,Colombia,Killed,Murder,1998-05-19,https://cpj.org/data/people/bernabe-cortes-valderrama/,Journalist,Confirmed,,1998
Bernard Maris,Freelance,France,Killed,Murder,2015-01-07,https://cpj.org/data/people/bernard-maris/,Journalist,Confirmed,,2015
